,estado,estadoSigla,municipio,cnes,nomeCnes,dataNotificacaoOcupacao,ofertaRespiradores,ofertaHospCli,ofertaHospUti,ofertaSRAGCli,ofertaSRAGUti,ocupHospCli,ocupHospUti,ocupSRAGCli,ocupSRAGUti,altas,obitos,ocupacaoInformada,algumaOcupacaoInformada
1710,Goiás,GO,Petrolina de Goiás,2442027,HOSPITAL SAO JOSE PETROLINA DE GOIAS,2021-01-04,0.0,26.0,0.0,0.0,0.0,6.0,0.0,0.0,0,0.0,0,True,True
2726,Goiás,GO,Piracanjuba,2382490,HOSPITAL MUNICIPAL THUANY GARCIA RIBEIRO,2020-09-02,0.0,36.0,0.0,0.0,0.0,6.0,0.0,3.0,0,1.0,0,True,True
1539,Goiás,GO,Piracanjuba,2442205,HOSPITAL SAO VICENTE DE PAULO PIRACANJUBA,2020-10-27,2.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,True,True
276,Goiás,GO,Piranhas,2382687,HOSPITAL MUNICIPAL CRISTO REDENTOR,2020-10-27,0.0,30.0,0.0,0.0,0.0,1.0,0.0,1.0,0,1.0,0,True,True
2271,Goiás,GO,Pirenópolis,2437783,HOSPITAL ESTADUAL ERNESTINA LOPES JAIME,2021-01-06,6.0,34.0,0.0,0.0,0.0,15.0,0.0,2.0,0,0.0,0,True,True
549,Goiás,GO,Pires do Rio,2340526,HOSPITAL MUNICIPAL DE PIRES DO RIO,2021-01-05,1.0,40.0,0.0,0.0,0.0,6.0,0.0,1.0,0,0.0,0,True,True
2244,Goiás,GO,Pontalina,2383942,HOSPITAL MUNICIPAL DE PONTALINA,2021-01-06,1.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,18,True,True
2851,Goiás,GO,Porangatu,2442477,HOSPITAL DE CAMPANHA COVID 19 HCAMP PORANGATU,2020-12-02,1.0,40.0,0.0,17.0,10.0,1.0,2.0,1.0,2,2.0,2,True,True
2894,Goiás,GO,Porangatu,0110140,HOSPITAL MUNICIPAL DE PORANGATU,2020-12-17,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,True,True
2454,Goiás,GO,Porteirão,9150145,HOSPITAL MUNICIPAL DR CELSO MAEDA,2021-01-06,1.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,True,True
2962,Goiás,GO,Portelândia,2762536,HOSPITAL OTACILIO JOSE REZENDE PORTELANDIA,2020-12-31,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,True,True
2241,Goiás,GO,Posse,2382792,HOSPITAL MUNICIPAL DR ARQUIMEDES VIEIRA DE BRITO POSSE,2021-01-06,3.0,43.0,0.0,0.0,0.0,6.0,0.0,2.0,0,0.0,0,True,True
376,Goiás,GO,Quirinópolis,2360470,HOSPITAL MUNICIPAL ANTONIO MARTINS DA COSTA,2020-12-21,1.0,59.0,11.0,0.0,0.0,16.0,0.0,4.0,0,2.0,1,True,True
3345,Goiás,GO,Quirinópolis,2340585,HOSPITAL QUIRINOPOLIS,2021-01-06,0.0,28.0,0.0,0.0,0.0,7.0,0.0,1.0,0,0.0,0,True,True
967,Goiás,GO,Quirinópolis,2340593,HOSPITAL SAO FRANCISCO,2021-01-06,0.0,29.0,0.0,0.0,0.0,2.0,0.0,0.0,0,0.0,0,True,True
432,Goiás,GO,Rialma,2519569,HOSPITAL MUNICIPAL NOSSA SRA DAS GRACAS RIALMA,2020-12-29,0.0,25.0,0.0,0.0,0.0,4.0,0.0,1.0,0,0.0,0,True,True
2707,Goiás,GO,Rio Verde,0115878,HCAMP HOSPITAL DE CAMPANHA DE RIO VERDE,2020-08-27,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,True,True
2367,Goiás,GO,Rio Verde,2814218,HOSPITAL DO CANCER DE RIO VERDE,2021-01-06,3.0,58.0,0.0,0.0,0.0,49.0,5.0,0.0,0,0.0,0,True,True
968,Goiás,GO,Rio Verde,2340690,HOSPITAL MUNICIPAL DE RIO VERDE GOIAS,2021-01-06,21.0,100.0,9.0,0.0,20.0,9.0,8.0,9.0,8,3.0,0,True,True
2221,Goiás,GO,Rio Verde,2340704,HOSPITAL PRESBITERIANO DR GORDON,2021-01-06,22.0,106.0,3.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0,True,True
3346,Goiás,GO,Rio Verde,2340712,HOSPITAL SANTA TEREZINHA,2021-01-06,0.0,37.0,9.0,0.0,0.0,10.0,7.0,3.0,1,0.0,0,True,True
1166,Goiás,GO,Rio Verde,7695004,HOSPITAL UNIMED RIO VERDE,2021-01-06,0.0,38.0,6.0,0.0,0.0,2.0,3.0,2.0,3,0.0,0,True,True
2222,Goiás,GO,Rio Verde,2340720,MATERNIDADE AUGUSTA GOMES BASTOS,2021-01-06,2.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,True,True
2423,Goiás,GO,Rio Verde,6614795,VIVACE,2021-01-06,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,True,True
3047,Goiás,GO,Rubiataba,2507137,HOSPITAL E MATERNIDADE MENINO JESUS RUBIATABA,2021-01-05,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,True,True
2408,Goiás,GO,Rubiataba,5584108,HOSPITAL MUNICIPAL DE RUBIATABA,2021-01-06,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,2,True,True
3388,Goiás,GO,Sanclerlândia,2441500,HOSPITAL MUNICIPAL SAO VICENTE DE PAULA,2021-01-06,2.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,True,True
393,Goiás,GO,Santa Bárbara de Goiás,2437643,HOSPITAL MUNICIPAL DE SANTA BARBARA,2020-12-26,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0,13.0,432,True,True
1587,Goiás,GO,Santa Cruz de Goiás,2438119,HOSPITAL MUNICIPAL MARIA ABADIA LOBO SANTA CRUZ DE GOIAS,2020-12-04,0.0,16.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0,True,True
1042,Goiás,GO,Santa Fé de Goiás,2571439,HOSPITAL MUNICIPAL ANTONIO CARVALHO SANTA FE DE GOIAS,2021-01-06,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,True,True
3535,Goiás,GO,Santa Helena de Goiás,6665322,HOSPITAL DE URGENCIA DA REGIAO SUDOESTE,2021-01-06,24.0,74.0,20.0,0.0,0.0,60.0,12.0,0.0,0,0.0,0,True,True
2242,Goiás,GO,Santa Helena de Goiás,2383209,HOSPITAL MUNICIPAL DE SANTA HELENA,2021-01-06,0.0,38.0,0.0,0.0,0.0,17.0,0.0,0.0,0,0.0,0,True,True
371,Goiás,GO,Santa Rosa de Goiás,2384035,HOSPITAL MUNICIPAL DE SANTA ROSA DE GOIAS,2020-12-18,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,True,True
1012,Goiás,GO,Santa Tereza de Goiás,2437538,HOSPITAL MUNICIPAL DE SANTA TEREZA DE GOIAS,2021-01-06,0.0,17.0,0.0,0.0,0.0,2.0,0.0,0.0,0,0.0,0,True,True
305,Goiás,GO,Santa Terezinha de Goiás,2535270,HOSPITAL MUNICIPAL DE SANTA TEREZINHA DE GOIAS,2020-11-16,0.0,38.0,0.0,0.0,0.0,5.0,0.0,0.0,0,0.0,0,True,True
959,Goiás,GO,Santo Antônio de Goiás,2336960,HOSPITAL MUNICIPAL BENEDITO VAZ MACHADO,2021-01-06,1.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,True,True
321,Goiás,GO,Santo Antônio do Descoberto,2437627,HOSPITAL MUN DOM LUIZ FERNANDES SANTO ANTONIO DO DESCOBERTO,2020-11-27,2.0,13.0,0.0,0.0,0.0,4.0,0.0,1.0,0,0.0,0,True,True
2779,Goiás,GO,Senador Canedo,2570777,ASSIST MED HOSPITALAR,2020-10-07,7.0,65.0,8.0,0.0,0.0,0.0,9.0,0.0,9,0.0,0,True,True
2964,Goiás,GO,Senador Canedo,6402305,MATERNIDADE MUNICIPAL ARISTINA CANDIDA,2020-12-31,3.0,25.0,0.0,0.0,0.0,5.0,0.0,0.0,0,1.0,0,True,True
2859,Goiás,GO,Serranópolis,2438143,HOSPITAL NOSSA SENHORA DE FATIMA SERRANOPOLIS,2020-12-05,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,True,True
559,Goiás,GO,Silvânia,2769603,HOSPITAL NOSSO SENHOR DO BONFIM SILVANIA,2021-01-05,1.0,40.0,0.0,0.0,0.0,6.0,0.0,2.0,0,1.0,0,True,True
1564,Goiás,GO,Simolândia,2438151,UNIDADE MISTA HOSPITALAR DE SIMOLANDIA,2020-11-13,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4.0,2,True,True
289,Goiás,GO,São Domingos,2569701,HOSPITAL MUNICIPAL DE SAO DOMINGOS,2020-11-04,0.0,22.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0,True,True
2883,Goiás,GO,São João d'Aliança,2383381,HOSPITAL MUNICIPAL SANTA MADALENA,2020-12-15,0.0,26.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0.0,1,True,True
1016,Goiás,GO,São Luís de Montes Belos,2442671,HOSPITAL MONTES BELOS SAO LUIS DE MONTES BELOS,2021-01-06,1.0,23.0,0.0,0.0,0.0,3.0,0.0,0.0,0,0.0,0,True,True
2240,Goiás,GO,São Luís de Montes Belos,2382474,HOSPITAL REGIONAL DE S LUIS DE MONTES BELOS DR GERALDO LANDO,2021-01-06,2.0,50.0,0.0,24.0,10.0,12.0,1.0,7.0,1,1.0,1,True,True
564,Goiás,GO,São Luís de Montes Belos,3912140,HOSPITAL VITAL,2021-01-05,0.0,26.0,9.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0,True,True
3366,Goiás,GO,São Miguel do Araguaia,2382431,HOSPITAL MUNICIPAL ADAILTON DO AMARAL,2021-01-06,0.0,35.0,0.0,0.0,0.0,6.0,0.0,0.0,0,0.0,0,True,True
3416,Goiás,GO,São Miguel do Passa Quatro,2536048,HOSPITAL MUNICIPAL DR SERGIO NOBRE CAETANO DA COSTA,2021-01-06,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0,8.0,1,True,True
985,Goiás,GO,São Simão,2383012,HOSPITAL MUNICIPAL DE SAO SIMAO,2021-01-06,2.0,51.0,0.0,0.0,0.0,12.0,0.0,5.0,0,0.0,0,True,True
1605,Goiás,GO,Taquaral de Goiás,2535785,HOSPITAL MUNICIPAL DORALICE G ROCHA TAQUARAL,2020-12-11,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,True,True
1584,Goiás,GO,Taquaral de Goiás,7562012,HOSPITAL SAO FRANCISCO TAQUARAL,2020-12-03,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,True,True
3423,Goiás,GO,Trindade,2570084,HOSPITAL DE TRINDADE,2021-01-06,0.0,44.0,0.0,0.0,0.0,3.0,0.0,0.0,0,0.0,0,True,True
1660,Goiás,GO,Trindade,5095808,HOSPITAL DE URGENCIAS DE TRINDADE WALDA FERREIRA DOS SANTOS,2020-12-29,5.0,48.0,0.0,14.0,8.0,8.0,5.0,0.0,0,0.0,0,True,True
2305,Goiás,GO,Trindade,2535408,HOSPITAL SAO CAMILO TRINDADE,2021-01-06,1.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,True,True
1235,Goiás,GO,Trindade,2535939,HOSPITAL SAO COTTOLENGO,2021-01-07,7.0,373.0,0.0,0.0,0.0,331.0,0.0,0.0,0,0.0,0,True,True
1669,Goiás,GO,Trombas,2762528,HOSPITAL MUNICIPAL DE TROMBAS,2020-12-31,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,True,True
2268,Goiás,GO,Turvelândia,2437244,HOSPITAL MUNICIPAL NOSSA SENHORA DO DESTERRO,2021-01-06,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,7,True,True
3424,Goiás,GO,Turvânia,2570416,HOSPITAL E MATERNIDADE MUNICIPAL ENF MARIA HELENA SANTOS,2021-01-06,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,9,True,True
2843,Goiás,GO,Uruaçu,9813349,HOSPITAL E MATERNIDADE SERRA DA MESA HSM,2020-11-27,1.0,71.0,0.0,0.0,0.0,18.0,0.0,0.0,0,0.0,0,True,True
2550,Goiás,GO,Uruaçu,2337142,HOSPITAL SANTANA URUACU,2020-07-31,4.0,69.0,0.0,0.0,0.0,18.0,18.0,0.0,0,0.0,0,True,True
1774,Goiás,GO,Valparaíso de Goiás,6281303,HOSPITAL MUNICIPAL DE VALPARAISO,2021-01-05,1.0,31.0,0.0,0.0,0.0,3.0,0.0,0.0,0,0.0,0,True,True
558,Goiás,GO,Valparaíso de Goiás,2570300,HOSPITAL NOSSA SENHORA APARECIDA VALPARAISO,2021-01-05,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,True,True
3389,Goiás,GO,Vianópolis,2441969,HOSPITAL E MATERNIDADE SAO SEBASTIAO LTDA VIANOPOLIS,2021-01-06,1.0,37.0,0.0,0.0,0.0,2.0,0.0,0.0,0,1.0,0,True,True
1656,Goiás,GO,Vicentinópolis,2383691,HOSPITAL MUNICIPAL DE VICENTINOPOLIS,2020-12-30,1.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,True,True
3387,Goiás,GO,Vila Boa,2439883,HOSPITAL MUNICIPAL OSVALDO RIBEIRO DE MOURA,2021-01-06,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,True,True
266,Goiás,GO,Águas Lindas de Goiás,0157619,HOSPITAL DE CAMPANHA PARA COVID 19 DE AGUAS LINDAS DE GOIAS,2020-10-18,0.0,190.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1,True,True
1017,Goiás,GO,Águas Lindas de Goiás,2442728,HOSPITAL MUNICIPAL BOM JESUS,2021-01-06,0.0,39.0,0.0,0.0,0.0,21.0,1.0,1.0,1,3.0,4,True,True
198,Maranhão,MA,Alto Alegre do Maranhão,7073224,HOSPITAL REGIONAL DE ALTO ALEGRE DO MARANHAO,2020-09-02,3.0,56.0,0.0,6.0,0.0,34.0,1.0,4.0,0,0.0,0,True,True
444,Maranhão,MA,Alto Alegre do Pindaré,2462192,HOSPITAL MUNICIPAL JOAO ANTONIO SANTOS,2020-12-30,0.0,39.0,0.0,0.0,0.0,5.0,0.0,0.0,0,0.0,0,True,True
1509,Maranhão,MA,Açailândia,0150320,HOSPITAL DE CAMPANHA COVID 19 DE ACAILANDIA,2020-10-08,0.0,53.0,0.0,53.0,7.0,0.0,2.0,0.0,2,2.0,0,True,True
2010,Maranhão,MA,Açailândia,2463016,HOSPITAL MUNICIPAL DE ACAILANDIA,2021-01-06,0.0,116.0,0.0,20.0,10.0,41.0,5.0,2.0,0,0.0,0,True,True
2788,Maranhão,MA,Bacabal,2460262,HOSPITAL REGIONAL LAURA VASCONCELOS,2020-10-15,0.0,50.0,10.0,24.0,13.0,44.0,16.0,0.0,5,0.0,1,True,True
1736,Maranhão,MA,Balsas,9336508,HOSPITAL REGIONAL DE BALSAS,2021-01-04,16.0,51.0,10.0,23.0,8.0,14.0,9.0,1.0,3,0.0,0,True,True
2565,Maranhão,MA,Barra do Corda,2462591,HOSPITAL ACRISIO FIGUEIRA,2020-04-16,9.0,83.0,0.0,9.0,9.0,9.0,9.0,9.0,9,0.0,0,True,True
2519,Maranhão,MA,Barreirinhas,7013620,HOSPITAL REGIONAL DE BARREIRINHAS,2020-11-25,3.0,60.0,0.0,24.0,2.0,75.0,3.0,0.0,3,0.0,0,True,True
2611,Maranhão,MA,Bela Vista do Maranhão,7572883,HOSPITAL MUNICIPAL ANTONIO MORAES DA SILVA,2020-05-17,0.0,16.0,0.0,0.0,0.0,16.0,0.0,2.0,0,0.0,0,True,True
3639,Maranhão,MA,Carutapera,2463784,UNIDADE MISTA DE CARUTAPERA,2021-01-06,0.0,39.0,0.0,6.0,0.0,17.0,0.0,1.0,0,0.0,0,True,True
362,Maranhão,MA,Caxias,2646277,CENTRO MEDICO DE CAXIAS,2020-12-15,0.0,40.0,0.0,0.0,10.0,0.0,0.0,29.0,9,0.0,0,True,True
593,Maranhão,MA,Caxias,3388301,COMPLEXO HOSPITALAR GENTIL FILHO,2021-01-05,19.0,108.0,10.0,0.0,10.0,0.0,0.0,0.0,5,0.0,1,True,True
764,Maranhão,MA,Caxias,7891067,HOSPITAL REGIONAL DE CAXIAS DR EVERALDO FERREIRA ARAGAO,2021-01-05,8.0,106.0,10.0,35.0,12.0,40.0,11.0,1.0,4,0.0,1,True,True
1566,Maranhão,MA,Chapadinha,9613374,HOSPITAL REGIONAL DE CHAPADINHA,2020-11-15,6.0,54.0,10.0,20.0,12.0,23.0,0.0,3.0,6,8.0,0,True,True
396,Maranhão,MA,Codó,2449641,HGM HOSPITAL GERAL MUNICIPAL DR MARCOLINO JR,2020-12-25,15.0,119.0,0.0,8.0,10.0,48.0,0.0,0.0,0,0.0,0,True,True
3647,Maranhão,MA,Colinas,9627812,MATERNIDADE ESTADUAL HUMBERTO COUTINHO,2021-01-06,3.0,36.0,0.0,0.0,0.0,2.0,0.0,2.0,0,0.0,0,True,True
2931,Maranhão,MA,Coroatá,7088302,HOSPITAL REGIONAL ALEXANDRE MAMEDE TROVAO DE COROATA,2020-12-28,21.0,78.0,20.0,35.0,21.0,53.0,10.0,3.0,0,4.0,0,True,True
3638,Maranhão,MA,Cururupu,2454696,SANTA CASA,2021-01-06,0.0,109.0,0.0,30.0,2.0,14.0,0.0,7.0,0,0.0,0,True,True
1624,Maranhão,MA,Fernando Falcão,7639724,HOSPITAL GERAL DE FERNANDO FALCAO,2020-12-22,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,True,True
182,Maranhão,MA,Grajaú,0191787,HOSPITAL DE CAMPANHA COVID GRAJAU MA,2020-06-15,0.0,40.0,0.0,0.0,0.0,3.0,0.0,3.0,0,3.0,0,True,True
270,Maranhão,MA,Grajaú,6957501,HOSPITAL REGIONAL DE GRAJAU,2020-10-20,6.0,57.0,0.0,24.0,2.0,46.0,0.0,2.0,0,0.0,0,True,True
1572,Maranhão,MA,Imperatriz,0111163,HOSPITAL DE CAMPANHA COVID 19,2020-11-20,0.0,49.0,0.0,49.0,10.0,1.0,3.0,1.0,3,1.0,0,True,True
1944,Maranhão,MA,Imperatriz,9065768,HOSPITAL MACRORREGIONAL DRA RUTH NOLETO,2020-12-29,10.0,111.0,10.0,66.0,33.0,18.0,10.0,15.0,7,2.0,1,True,True
413,Maranhão,MA,Imperatriz,2452383,HRMI HOSPITAL REGIONAL MATERNO INFANTIL DE IMPERATRIZ,2020-12-28,11.0,110.0,0.0,29.0,19.0,89.0,27.0,4.0,7,0.0,2,True,True
748,Maranhão,MA,Itapecuru Mirim,2530236,HOSPITAL REGIONAL ADELIA MATOS FONSECA,2021-01-05,0.0,73.0,0.0,5.0,0.0,29.0,0.0,0.0,0,7.0,0,True,True
641,Maranhão,MA,Lago da Pedra,0188425,HOSPITAL REGIONAL DR RUBENS JORGE,2021-01-05,0.0,25.0,0.0,25.0,5.0,32.0,3.0,3.0,1,0.0,0,True,True
242,Maranhão,MA,Monção,7321252,HOSPITAL REGIONAL DE MONCAO,2020-10-01,5.0,60.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0.0,0,True,True
1258,Maranhão,MA,Morros,6871747,HOSPITAL REGIONAL DE MORROS,2020-09-28,1.0,21.0,0.0,2.0,0.0,6.0,0.0,1.0,0,0.0,0,True,True
3134,Maranhão,MA,Pedreiras,0196231,HOSPITAL DE CAMPANHA DR KLEBER CARVALHO BRANCO,2021-01-05,0.0,35.0,0.0,0.0,0.0,19.0,3.0,19.0,3,0.0,0,True,True
229,Maranhão,MA,Peritoró,7077378,HOSPITAL REGIONAL DE PERITORO,2020-08-31,5.0,64.0,0.0,22.0,2.0,32.0,3.0,0.0,0,0.0,0,True,True
1543,Maranhão,MA,Pinheiro,7826060,HOSPITAL REGIONAL DA BAIXADA MARANHENSE DR JACKSON LAGO,2020-10-28,16.0,106.0,10.0,48.0,19.0,38.0,11.0,1.0,3,0.0,1,True,True
1698,Maranhão,MA,Pinheiro,2310511,HOSPITAL REGIONAL DR ANTENOR ABREU,2021-01-03,3.0,100.0,0.0,31.0,5.0,26.0,5.0,5.0,5,2.0,0,True,True
3076,Maranhão,MA,Presidente Dutra,6483089,HOSPITAL DE URGENCIA E EMERGENCIA DE PRESIDENTE DUTRA,2021-01-06,18.0,98.0,11.0,32.0,10.0,0.0,8.0,0.0,3,0.0,0,True,True
2887,Maranhão,MA,Santa Inês,9077413,HOSPITAL REGIONAL TOMAS MARTINS,2020-12-15,15.0,146.0,10.0,66.0,21.0,63.0,14.0,0.0,4,0.0,0,True,True
1297,Maranhão,MA,Santa Luzia,2459477,HOSPITAL MUNICIPAL PEDRO DOS REIS FERNANDES NETO,2020-07-15,4.0,63.0,0.0,0.0,0.0,63.0,0.0,1.0,0,0.0,0,True,True
517,Maranhão,MA,Santa Luzia do Paruá,2311313,HOSPITAL REGIONAL DE SANTA LUZIA DO PARUA,2021-01-04,0.0,30.0,0.0,0.0,0.0,3.0,2.0,2.0,1,0.0,0,True,True
1489,Maranhão,MA,Sucupira do Riachão,7006462,HOSPITAL MESTRE ALBERTO LEITE DE SOUSA,2020-09-24,0.0,16.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,True,True
2564,Maranhão,MA,São João dos Patos,2457156,HOSPITAL REGIONAL DR CELSO ROCHA SANTOS,2020-06-19,0.0,47.0,0.0,0.0,0.0,4.0,0.0,1.0,0,0.0,0,True,True
1873,Maranhão,MA,São Luís,2726653,EBSERH HOSPITAL UNIVERSITARIO DE SAO LUIS,2021-01-06,90.0,377.0,35.0,98.0,40.0,106.0,20.0,3.0,0,0.0,0,True,True
230,Maranhão,MA,São Luís,0154369,HOSPITAL DE CAMPANHA COVID 19 DE SAO LUIS,2020-09-23,0.0,186.0,0.0,186.0,14.0,200.0,14.0,110.0,0,220.0,0,True,True
2605,Maranhão,MA,São Luís,5446546,HOSPITAL DE CAMPANHA COVID 19 HOSPITAL DA MULHER,2020-07-30,14.0,53.0,10.0,41.0,10.0,14.0,5.0,14.0,5,0.0,0,True,True
622,Maranhão,MA,São Luís,9161449,HOSPITAL DE CUIDADOS INTENSIVOS HCI,2021-01-05,22.0,74.0,0.0,58.0,53.0,49.0,29.0,49.0,29,4.0,1,True,True
1717,Maranhão,MA,São Luís,2464594,HOSPITAL DE REF EST DE ALTA COMPLEXIDADE DR CARLOS MACIEIRA,2021-01-03,48.0,300.0,57.0,70.0,62.0,0.0,26.0,0.0,26,0.0,1,True,True
1744,Maranhão,MA,São Luís,2309475,HOSPITAL DR GENESIO REGO,2021-01-04,0.0,39.0,0.0,50.0,13.0,28.0,8.0,28.0,8,2.0,0,True,True
3629,Maranhão,MA,São Luís,0180637,HOSPITAL DR RAIMUNDO LIMA SLZ,2021-01-05,0.0,42.0,0.0,44.0,6.0,30.0,3.0,18.0,3,3.0,0,True,True
73,Maranhão,MA,São Luís,3344614,HOSPITAL GERAL DA VILA LUIZAO,2020-05-25,2.0,49.0,10.0,0.0,0.0,22.0,4.0,8.0,4,0.0,1,True,True
1296,Maranhão,MA,São Luís,2457768,HOSPITAL NINA RODRIGUES,2020-07-02,0.0,160.0,0.0,160.0,0.0,0.0,0.0,0.0,0,0.0,1,True,True
326,Maranhão,MA,São Luís,6047955,HOSPITAL SAO JOSE,2020-11-30,0.0,93.0,0.0,12.0,0.0,33.0,0.0,0.0,0,0.0,0,True,True
1531,Maranhão,MA,São Luís,2309254,MATERNIDADE DE ALTA COMPLEXIDADE DO MARANHAO,2020-10-22,26.0,107.0,8.0,31.0,7.0,65.0,5.0,14.0,0,3.0,0,True,True
237,Maranhão,MA,Timbiras,7202253,HOSPITAL REGIONAL DE TIMBIRAS,2020-09-29,3.0,50.0,0.0,22.0,8.0,17.0,2.0,1.0,1,0.0,0,True,True
1606,Maranhão,MA,Timon,2452782,HOSPITAL REGIONAL ALARICO NUNES PACHECO,2020-12-15,1.0,72.0,0.0,16.0,10.0,36.0,15.0,4.0,6,1.0,1,True,True
1826,Maranhão,MA,Viana,2454475,HOSPITAL REGIONAL DR ANTONIO HADADE,2021-01-05,0.0,22.0,0.0,0.0,0.0,5.0,0.0,1.0,0,1.0,0,True,True
2610,Maranhão,MA,Zé Doca,7485808,HOSPITAL DE CAMPANHA COVID 19 ZE DOCA,2020-06-17,0.0,25.0,0.0,0.0,0.0,0.0,0.0,6.0,0,0.0,0,True,True
2566,Maranhão,MA,Zé Doca,2465469,HOSPITAL SESP DE ZE DOCA,2020-07-08,1.0,53.0,0.0,0.0,0.0,0.0,0.0,21.0,0,3.0,0,True,True
735,Minas Gerais,MG,Aimorés,2102587,HOSPITAL SAO JOSE SAO CAMILO,2021-01-06,0.0,53.0,0.0,10.0,0.0,6.0,0.0,5.0,0,0.0,0,True,True
1874,Minas Gerais,MG,Aiuruoca,2760681,HOSPITAL SAO VICENTE DE PAULO,2021-01-06,2.0,30.0,0.0,10.0,5.0,10.0,0.0,2.0,2,0.0,0,True,True
451,Minas Gerais,MG,Alfenas,2171988,HOSPITAL UNIVERSITARIO ALZIRA VELANO,2021-01-02,23.0,94.0,20.0,0.0,0.0,1.0,0.0,0.0,0,1.0,0,True,True
1998,Minas Gerais,MG,Alfenas,2815214,IMESA,2021-01-06,0.0,36.0,7.0,0.0,0.0,10.0,3.0,1.0,0,0.0,0,True,True
660,Minas Gerais,MG,Alfenas,2171945,SANTA CASA DE ALFENAS,2021-01-06,9.0,162.0,10.0,55.0,10.0,37.0,22.0,4.0,17,0.0,0,True,True
3029,Minas Gerais,MG,Almenara,2108992,HOSPITAL DERALDO GUIMARAES,2021-01-05,1.0,80.0,0.0,24.0,0.0,24.0,10.0,0.0,5,3.0,0,True,True
1499,Minas Gerais,MG,Alpinópolis,2761114,HOSPITAL CONEGO UBIRAJARA CABRAL,2020-09-30,3.0,35.0,0.0,0.0,0.0,14.0,0.0,0.0,0,0.0,0,True,True
467,Minas Gerais,MG,Alterosa,2172852,SANTA CASA MISERICORDIA DE ALTEROSA,2021-01-03,1.0,30.0,0.0,26.0,0.0,2.0,0.0,0.0,0,0.0,0,True,True
734,Minas Gerais,MG,Alvinópolis,2100371,HOSPITAL NOSSA SENHORA DE LOURDES DE ALVINOPOLIS,2021-01-06,0.0,35.0,0.0,0.0,0.0,5.0,0.0,0.0,0,0.0,0,True,True
3111,Minas Gerais,MG,Além Paraíba,2122677,HOSPITAL SAO SALVADOR,2021-01-06,7.0,86.0,5.0,22.0,5.0,36.0,7.0,13.0,7,0.0,1,True,True
1554,Minas Gerais,MG,Andradas,2775956,SANTA CASA DE ANDRADAS,2020-11-04,2.0,65.0,0.0,0.0,0.0,8.0,0.0,0.0,0,0.0,0,True,True
656,Minas Gerais,MG,Araguari,2145960,SANTA CASA DE MISERICORDIA DE ARAGUARI,2021-01-06,16.0,94.0,10.0,11.0,10.0,81.0,20.0,1.0,10,1.0,0,True,True
1888,Minas Gerais,MG,Araxá,2164620,SANTA SANTA CASA DE MISERICORDIA,2021-01-06,10.0,72.0,0.0,76.0,10.0,24.0,8.0,13.0,8,1.0,0,True,True
